Number;Date;UID;Desc;Group;Cat
1308880;05.10.2022 19:43;d2efd626-45f5-482b-87bc-a381035288a7;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308881;05.10.2022 19:44;4b1d0507-1437-487d-ae4b-134f495b6c53;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308884;05.10.2022 19:49;5340ccbb-db9b-402a-9fee-d6265fb13796;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308886;05.10.2022 19:51;18433152-d0de-4707-9e47-b969094ca48e;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308891;2022-10-05 19:59:59.030;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Х/Б;Управление домом;Отопление (Отсутствие)
1308893;05.10.2022 20:03;a09a11ff-41eb-433f-a6da-f4304fc3f4e5;Х/Б угловая комната;Управление домом;Отопление (Отсутствие)
1308899;05.10.2022 20:11;e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308901;05.10.2022 20:15;47a84439-bd30-45fd-af3f-cac6e7b64888;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308902;05.10.2022 20:16;65f14ba2-ff5b-4ef2-bad4-2cc908ada334;Х/Б вся квартира, Х/З;Управление домом;Отопление (Отсутствие)
1308904;05.10.2022 20:34;dd1b71bf-43a1-44aa-bddb-bf150ab037b3;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308906;05.10.2022 20:41;66b2d248-bd1b-45ce-85c5-8880c9e03567;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308908;05.10.2022 20:47;2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308910;05.10.2022 20:57;51a14db7-c406-4947-b3be-caf31ebf10af;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308911;05.10.2022 21:06;b44c7dce-e826-4a05-959a-af867d4cf45e;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308915;05.10.2022 21:24;7069333f-7131-4717-9f4a-89f9e9e21a34;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308918;05.10.2022 21:32;933e7cdc-f44a-4145-9401-86f74580af56;Нет ЦО в 1 подъезде кв.2 (весь стояк комната со стороны  ул.Ленина ), 3 подъезд-кв.44 (вся квартира весь стояк), 5 подъезд -кв 81 вся квартира весь стояк). ;Управление домом;Отопление (Отсутствие)
1308949;06.10.2022 6:03;f49b8c17-c6bf-4ea2-a858-3ba8598e3054;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308950;06.10.2022 6:10;3305e947-6dbe-43ed-9e6e-c357f4c93b45;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308951;06.10.2022 6:19;90ce59da-459a-42b4-a0aa-e35982ee91fc;Х/Б вся кварпира. Сама кран боится открывать;Управление домом;Отопление (Отсутствие)
1308952;06.10.2022 6:25;213b176e-d8ae-462b-8a2a-9ef7f9e07013;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308961;06.10.2022 6:52;a720fc3e-977c-4a64-8b26-63ca17d98df0;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308963;06.10.2022 7:02;65f14ba2-ff5b-4ef2-bad4-2cc908ada334;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308966;06.10.2022 7:06;3305e947-6dbe-43ed-9e6e-c357f4c93b45;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308969;06.10.2022 7:12;89047c9b-b64c-4839-80c5-de8d47312c7e;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308971;06.10.2022 7:13;bf2f1a61-17fe-422b-8c69-3f8adcf97125;Х/Б вся квартира;Управление домом;Отопление (Отсутствие)
1308982;06.10.2022 7:39;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Х/б в зале и снова остыли на кухне;Управление домом;Отопление (Отсутствие)
1308983;06.10.2022 7:40;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Х/б в зале;Управление домом;Отопление (Отсутствие)
1308985;06.10.2022 7:47;3cabcd01-9203-45ee-a957-6770abc92fed;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1308986;2022-10-06 07:47:34.056;c2adf284-fac0-45f5-b5a1-aa6151dd2e96;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1308987;2022-10-06 07:48:04.013;7ec60331-45a0-4e5d-9b0c-cbb79880321b;Х/б во всех квартирах 4 подъезда;Управление домом;Отопление (Отсутствие)
1308989;2022-10-06 07:48:49.022;2a77443a-20d2-4d19-82eb-24657958f64e;х/б по всему подъезду;Управление домом;Отопление (Отсутствие)
1308990;2022-10-06 07:49:19.056;05a4d9d1-2c0e-4ce4-9e6d-cae7b3d11e39;Х/Б ПО СТ. КВ.№1 - КУХНЯ. СПАЛЬНЯ.КВ.№21-Х/Б  ЗАЛ.КВ.№62-Х/Б ЗАЛ.КВ.№36-Х/Б КУХНЯ.ЗАЛ. КВ.№68-ПОЛН. ХОЛ. УГЛОВОЙ СТОЯК.;Управление домом;Отопление (Отсутствие)
1308991;06.10.2022 7:49;c9ea8d70-af7c-44d0-9502-6d0247b7889e;Х/б в зале, кухне и ванна;Управление домом;Отопление (Отсутствие)
1308993;06.10.2022 7:50;c9ea8d70-af7c-44d0-9502-6d0247b7889e;Х/б по всем стоякам квартиры;Управление домом;Отопление (Отсутствие)
1308994;06.10.2022 7:51;d289071d-fc5a-4a92-9a59-0eba5d446cd2;Х/б в зале;Управление домом;Отопление (Отсутствие)
1308995;06.10.2022 7:52;ba658f00-80db-46f8-8004-05c5f177b5f4;Х/б во всей квартире и в квартирах всего 1 этажа;Управление домом;Отопление (Отсутствие)
1308996;06.10.2022 7:54;7eeddb9d-3ade-494e-b647-a6afad661de0;Х/Б зал. кухня;Управление домом;Отопление (Отсутствие)
1308997;06.10.2022 7:55;9c774cc3-8e1c-4f64-a4d8-82b75f0e778c;х/б в комнате стояк во двор;Управление домом;Отопление (Отсутствие)
1308998;06.10.2022 7:56;871e8e87-2cda-497a-8e41-4468ab0ffc81;Х/Б и стояки - кухня,зал;Управление домом;Отопление (Отсутствие)
1308999;06.10.2022 7:56;871e8e87-2cda-497a-8e41-4468ab0ffc81;Х/б по всем стоякам 1-ком.кв.;Управление домом;Отопление (Отсутствие)
1309000;06.10.2022 7:56;3305e947-6dbe-43ed-9e6e-c357f4c93b45;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309002;06.10.2022 7:58;62f5beff-2753-490c-8115-01cfa320ee40;Х/Б и стояк по кухне;Управление домом;Отопление (Отсутствие)
1309003;06.10.2022 7:59;22fc0c7f-0385-49c0-9127-3fee8ee1d9bb;Х/б в зале и чуть теплая в одной комнате;Управление домом;Отопление (Отсутствие)
1309005;06.10.2022 7:59;189b5d61-3b70-405f-9574-8958acea0821;х/б в кв 2,6,7;Управление домом;Отопление (Отсутствие)
1309011;06.10.2022 8:00;4e446aea-4a61-4693-993c-85c4ebad3cea;Х/Б все по ст. квартиры. на 5 этаже сами не могут развоздушить стояки.;Управление домом;Отопление (Отсутствие)
1309013;06.10.2022 8:01;5a7076c4-3897-42c7-8043-9e29e130c5c9;Х/Б зал-воздух спускали сами,в батарее нет ни воздуха, ни воды.Х/З,Х/Б кухня;Управление домом;Отопление (Отсутствие)
1309014;06.10.2022 8:01;2a26953f-4b1c-42b2-9953-72372ba80d4b;Х/Б все в квартире;Управление домом;Отопление (Отсутствие)
1309017;06.10.2022 8:02;14c9c478-464a-412c-ba80-1be12c132f57;Х/Б все;Управление домом;Отопление (Отсутствие)
1309018;06.10.2022 8:03;ea25fc8c-bcae-44e4-a669-8c57a32f5351;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309019;06.10.2022 8:05;871e8e87-2cda-497a-8e41-4468ab0ffc81;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309020;06.10.2022 8:05;871e8e87-2cda-497a-8e41-4468ab0ffc81;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1309021;06.10.2022 8:05;584f42c3-d54f-4cd9-8161-8bc67c469634;Х/Б все;Управление домом;Отопление (Отсутствие)
1309024;2022-10-06 08:05:52.069;c6eca7fa-d648-41b5-b20b-a1741f6d0308;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1309026;2022-10-06 08:06:50.061;9a8281e2-ecf7-443b-9a08-dcdaed21347d;х/б зал  и спальня;Управление домом;Отопление (Отсутствие)
1309027;06.10.2022 8:07;ee0eeb09-a390-4774-9146-fadd1a7d487c;Х/Б зал   спальня   кухня;Управление домом;Отопление (Отсутствие)
1309028;06.10.2022 8:07;90d1cab6-1aa0-4c28-9df9-01f930e6dede;Х/б во всей квартире , кроме змеевиков;Управление домом;Отопление (Отсутствие)
1309030;06.10.2022 8:08;7ec60331-45a0-4e5d-9b0c-cbb79880321b;Х/б в зале , на кухне и Х/З;Управление домом;Отопление (Отсутствие)
1309031;06.10.2022 8:08;213b176e-d8ae-462b-8a2a-9ef7f9e07013;Х/Б и стояки в квартире. Всю ночь стоял шум по трубам;Управление домом;Отопление (Отсутствие)
1309032;06.10.2022 8:09;cdf1333a-b2ff-4aa7-9364-46cddbb994a7;х/б спальня,зал-4 секции из 8 теплые;Управление домом;Отопление (Отсутствие)
1309033;06.10.2022 8:10;786f92b9-1a8e-45df-9183-4f8ead2f6e5c;Х/б по стоякам 2-х кв.;Управление домом;Отопление (Отсутствие)
1309034;06.10.2022 8:10;a83be036-6c68-4194-bf59-90394faf98d5;Х/Б спальня  кухня;Управление домом;Отопление (Отсутствие)
1309035;06.10.2022 8:11;bf2f1a61-17fe-422b-8c69-3f8adcf97125;х/б   кухня;Управление домом;Отопление (Отсутствие)
1309036;06.10.2022 8:11;d69cf6c2-6942-4a91-90d9-7ff38b50921b;Подключить ЦО во всем доме или развоздушить все стояки;Управление домом;Отопление (Отсутствие)
1309037;06.10.2022 8:12;3ea2a732-65a8-4745-ba85-5f58377f37de;х/б в квартире и слышно шум воды по трубам цо;Управление домом;Отопление (Отсутствие)
1309039;06.10.2022 8:12;96a9bc79-b44c-446e-a71f-62ab0f7a6784;Х/Б все;Управление домом;Отопление (Отсутствие)
1309040;06.10.2022 8:12;7eef64ab-8331-40b8-91dd-6285ea6f943b;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1309043;06.10.2022 8:14;c9163da3-6dbf-4f8c-9174-fca675abb586;Х/Б зал и в комнате слева от зала;Управление домом;Отопление (Отсутствие)
1309044;06.10.2022 8:14;7786df21-4a2e-4e98-980e-c473f0692195;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309046;06.10.2022 8:15;b1cb6f44-136a-46c1-b56c-468a3453743d;хб зал;Управление домом;Отопление (Отсутствие)
1309047;06.10.2022 8:15;9c774cc3-8e1c-4f64-a4d8-82b75f0e778c;Х/Б все. кроме детской комнаты. Горячие батареи в подъезде.;Управление домом;Отопление (Отсутствие)
1309048;2022-10-06 08:15:53.020;2cd0c73d-4576-4563-8dbc-13226e6f616f;Х/б по всем стоякам 85 кв.;Управление домом;Отопление (Отсутствие)
1309051;06.10.2022 8:17;77c32ffa-8ced-4c5b-b3ea-4dcba2e625de;х/б зал;Управление домом;Отопление (Отсутствие)
1309053;06.10.2022 8:17;fac62be6-5a01-4e04-a5d8-48373da790b2;Х/З   Х/Б кухня   большая комната;Управление домом;Отопление (Отсутствие)
1309054;06.10.2022 8:17;ecee342f-2cb8-4b11-9678-f3bea60ac01a;Х/б во всех квартирах подъезда;Управление домом;Отопление (Отсутствие)
1309055;06.10.2022 8:17;2508d377-c5bf-4aee-94cd-a56b61903a4c;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309058;06.10.2022 8:18;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Х/Б в квартире все. в подъезде горячие;Управление домом;Отопление (Отсутствие)
1309059;06.10.2022 8:19;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309061;06.10.2022 8:20;234651f3-e7da-4047-b1f0-d95ec7629ad5;Х/б по стоякам зала и ванной ;Управление домом;Отопление (Отсутствие)
1309062;06.10.2022 8:20;6b22ce19-84b1-4dec-90bf-54c17592d061;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309063;06.10.2022 8:20;530314c2-29e1-4471-bbf1-58738a9e2859;Х/Б все;Управление домом;Отопление (Отсутствие)
1309064;06.10.2022 8:21;27a542ba-12f8-4f25-96d8-3bca378eec2e;Х/б в зале, в спальне и на кухне;Управление домом;Отопление (Отсутствие)
1309066;2022-10-06 08:21:51.054;ab2d4169-0e32-4056-9d85-e25f8a0bf18c;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309068;06.10.2022 8:22;c6eca7fa-d648-41b5-b20b-a1741f6d0308;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1309070;2022-10-06 08:23:06.061;91d3baaf-0c2a-4606-a9ca-e9a8b53f8d4d;х/б спальня по стояку и кухня;Управление домом;Отопление (Отсутствие)
1309071;2022-10-06 08:23:07.088;d4a5ff51-2de4-405d-9a59-61a102f9778a;КВ. 901,903,908-развоздушить все стояки в этих квартирах;Управление домом;Отопление (Отсутствие)
1309073;06.10.2022 8:23;be24280b-3eb6-4a6d-861c-90275e8ba270;Х/б по стоякам зала и спальни;Управление домом;Отопление (Отсутствие)
1309080;06.10.2022 8:26;3b4563a3-7bcf-4fcc-ab12-2d8ef38c45c8;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309081;06.10.2022 8:26;e1b4025c-c231-4670-a0a8-0b0a29a09b79;Х/б в 2-х комнатах;Управление домом;Отопление (Отсутствие)
1309082;06.10.2022 8:27;4facb2ad-501c-414b-9531-f60783814e82;х/б  в комнате;Управление домом;Отопление (Отсутствие)
1309084;06.10.2022 8:28;97c55fe1-9164-40e9-bb9a-d387232818f8;Х/б во всей квартире по стоякам;Управление домом;Отопление (Отсутствие)
1309086;06.10.2022 8:28;b44c7dce-e826-4a05-959a-af867d4cf45e;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309087;06.10.2022 8:30;9884e4a6-2ce4-485b-913d-8e75c7779302;х/б в спальне;Управление домом;Отопление (Отсутствие)
1309094;06.10.2022 8:34;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;Х/б в спальне;Управление домом;Отопление (Отсутствие)
1309095;06.10.2022 8:34;a720fc3e-977c-4a64-8b26-63ca17d98df0;х/б спальня со сторны подъезда;Управление домом;Отопление (Отсутствие)
1309096;06.10.2022 8:35;b44c7dce-e826-4a05-959a-af867d4cf45e;х/б в комнатах;Управление домом;Отопление (Отсутствие)
1309098;06.10.2022 8:35;10010f6b-74b9-46e8-9116-056be0106d5a;Х/б во всей квартире, кроме ванной комнаты;Управление домом;Отопление (Отсутствие)
1309100;06.10.2022 8:36;871e8e87-2cda-497a-8e41-4468ab0ffc81;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309106;06.10.2022 8:37;b77ef6b1-69e6-4c99-9c3f-c01b4d443131;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309109;06.10.2022 8:38;e86aae9a-45f6-4dff-8c90-22f998fb82ff;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309111;06.10.2022 8:38;cced1611-2e26-4144-9439-40f67d0fae16;Х/б в зале и на кухне по стоякам квартиры, воздух из батарей на 5 этаже спущен, идет ХВС;Управление домом;Отопление (Отсутствие)
1309114;06.10.2022 8:39;62f5beff-2753-490c-8115-01cfa320ee40;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309116;06.10.2022 8:40;96db4ee3-d1da-4708-975e-71af57c0732c;Х/б  спальня. кухня.ванна;Управление домом;Отопление (Отсутствие)
1309117;06.10.2022 8:40;356850a9-928a-4bab-b6ff-9a9e07f4ac3d;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309120;06.10.2022 8:42;4593c91a-8b75-46e4-83e5-557d730abea0;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309123;06.10.2022 8:43;96db4ee3-d1da-4708-975e-71af57c0732c;Х/Б все;Управление домом;Отопление (Отсутствие)
1309125;06.10.2022 8:43;727ce93c-1e4a-43e7-a9a4-07274dabe8a1;х/б в спальня,зал;Управление домом;Отопление (Отсутствие)
1309126;06.10.2022 8:44;ee0eeb09-a390-4774-9146-fadd1a7d487c;Х/Б все;Управление домом;Отопление (Отсутствие)
1309130;06.10.2022 8:45;90d1cab6-1aa0-4c28-9df9-01f930e6dede;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309135;06.10.2022 8:47;77c32ffa-8ced-4c5b-b3ea-4dcba2e625de;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1309136;06.10.2022 8:48;e9eb42b5-40b1-459b-b75d-00e01b3dca51;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309137;06.10.2022 8:48;e9eb42b5-40b1-459b-b75d-00e01b3dca51;Х/б во всей квартире, подключить;Управление домом;Отопление (Отсутствие)
1309140;06.10.2022 8:50;d69cf6c2-6942-4a91-90d9-7ff38b50921b;Х/б в комнате, греет только батарея на кухне;Управление домом;Отопление (Отсутствие)
1309142;06.10.2022 8:50;6c3edadb-3466-4106-9cfb-adf1cc4d6ed0;х/б  кухня;Управление домом;Отопление (Отсутствие)
1309143;06.10.2022 8:51;be24280b-3eb6-4a6d-861c-90275e8ba270;Х/Б все;Управление домом;Отопление (Отсутствие)
1309144;06.10.2022 8:51;2fa1a08c-30a3-4d42-9d85-256d0d4858d8;х/б   вквартире;Управление домом;Отопление (Отсутствие)
1309145;06.10.2022 8:51;e1c105aa-c583-4afa-b966-1b75ebec40c4;Х/б во всей квартире , кроме кухни;Управление домом;Отопление (Отсутствие)
1309147;06.10.2022 8:52;64c10749-b7c8-4dc5-8f9d-b7f1002c8dea;Х/Б все;Управление домом;Отопление (Отсутствие)
1309150;06.10.2022 8:53;23f03f1b-07aa-4366-b246-373d61210f70;Х/б в спальне;Управление домом;Отопление (Отсутствие)
1309151;06.10.2022 8:53;cf763e8c-90f7-4976-a309-1e04820a5ec6;Х/Б все. кроме комнаты с балконом;Управление домом;Отопление (Отсутствие)
1309153;06.10.2022 8:54;7eeddb9d-3ade-494e-b647-a6afad661de0;х/б в маленькой комнате;Управление домом;Отопление (Отсутствие)
1309154;06.10.2022 8:54;21a3a182-46c1-4ba7-bc91-1512b1197bea;Х/б по всем стоякам квартиры;Управление домом;Отопление (Отсутствие)
1309155;06.10.2022 8:54;5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;Х/Б спальня;Управление домом;Отопление (Отсутствие)
1309157;06.10.2022 8:55;b230d271-e438-4bc6-b2cb-e389c5f0685b;х/б кухня,детская спальня,змеевик;Управление домом;Отопление (Отсутствие)
1309158;06.10.2022 8:55;77c32ffa-8ced-4c5b-b3ea-4dcba2e625de;Х/б во всей квартире, подключить;Управление домом;Отопление (Отсутствие)
1309160;06.10.2022 8:56;dd1b71bf-43a1-44aa-bddb-bf150ab037b3;Х/Б в комнате;Управление домом;Отопление (Отсутствие)
1309162;06.10.2022 8:56;07170815-f6b6-4290-98b0-8914e8b3b49f;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309164;06.10.2022 8:57;c2adf284-fac0-45f5-b5a1-aa6151dd2e96;Х/Б в кухне и 3-х комнатах из 4-х;Управление домом;Отопление (Отсутствие)
1309165;06.10.2022 8:57;1180c488-99f9-4264-b8a8-71b8e014bd09;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309171;06.10.2022 9:00;e1c09149-637f-41db-a88e-2e57ee423b97;Х/Б все;Управление домом;Отопление (Отсутствие)
1309173;06.10.2022 9:01;4b1d0507-1437-487d-ae4b-134f495b6c53;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309174;06.10.2022 9:01;018ecc3b-cfcc-40d0-a1a2-baf369baac27;х/б в зале ,кухня;Управление домом;Отопление (Отсутствие)
1309175;06.10.2022 9:02;c224e369-a729-43e8-a27d-a08d9349a9ce;Нет ЦО во всем доме, подключить;Управление домом;Отопление (Отсутствие)
1309177;06.10.2022 9:02;2fa1a08c-30a3-4d42-9d85-256d0d4858d8;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309179;06.10.2022 9:03;22e7b113-ab05-4ff1-867a-7abac04f1917;Х/б в спальне;Управление домом;Отопление (Отсутствие)
1309184;06.10.2022 9:04;96a9bc79-b44c-446e-a71f-62ab0f7a6784;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309185;06.10.2022 9:04;5a7076c4-3897-42c7-8043-9e29e130c5c9;Х/б в зале. кухне;Управление домом;Отопление (Отсутствие)
1309188;06.10.2022 9:05;1fe51cac-9d1c-4bbf-866f-95226a28a95d;х/б в кухня;Управление домом;Отопление (Отсутствие)
1309189;06.10.2022 9:06;82c2ad6e-27db-4541-8e5d-00163bbe622e;Х/б во всей квартире, кроме ванны;Управление домом;Отопление (Отсутствие)
1309190;06.10.2022 9:06;2fa1a08c-30a3-4d42-9d85-256d0d4858d8;Х/Б во всей квартире    Х/З;Управление домом;Отопление (Отсутствие)
1309192;06.10.2022 9:07;a939070a-0832-4c7d-bf79-2effa9151cd1;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309193;06.10.2022 9:07;333e77ed-f2c8-4fbf-b257-1108b077933a;Х/б в спальнях и на кухне;Управление домом;Отопление (Отсутствие)
1309195;2022-10-06 09:08:24.044;ab2d4169-0e32-4056-9d85-e25f8a0bf18c;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309196;06.10.2022 9:08;4facb2ad-501c-414b-9531-f60783814e82;Х/б на кухне и в спальне;Управление домом;Отопление (Отсутствие)
1309198;06.10.2022 9:09;dd1b71bf-43a1-44aa-bddb-bf150ab037b3;Х/б в 1-ком кв.;Управление домом;Отопление (Отсутствие)
1309200;06.10.2022 9:10;724dcbad-b9b7-48b9-b4d5-0a48356638d3;Х/Б все;Управление домом;Отопление (Отсутствие)
1309201;06.10.2022 9:10;18433152-d0de-4707-9e47-b969094ca48e;Х/б по всем стоякам квартиры;Управление домом;Отопление (Отсутствие)
1309203;06.10.2022 9:12;2a77443a-20d2-4d19-82eb-24657958f64e;Х/б по стоякам угловой квартиры;Управление домом;Отопление (Отсутствие)
1309204;06.10.2022 9:12;dbcc26db-7555-4c26-8253-6d0df1ab70ca;Х/Б все кроме кухни;Управление домом;Отопление (Отсутствие)
1309206;06.10.2022 9:13;acab0a0b-ecfb-44db-9527-1b16e289ebc3;Х/б во всех квартирах 5 под;Управление домом;Отопление (Отсутствие)
1309210;06.10.2022 9:15;786f92b9-1a8e-45df-9183-4f8ead2f6e5c;Х/б в зале, воздух спустили, идет ХВС;Управление домом;Отопление (Отсутствие)
1309213;06.10.2022 9:16;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;х/б  в кв 40,80,33,127 по стояку;Управление домом;Отопление (Отсутствие)
1309214;06.10.2022 9:16;9378fc73-82c0-4ee2-8164-9d2f15251ce0;Х/б во всем доме;Управление домом;Отопление (Отсутствие)
1309216;06.10.2022 9:17;167a1df1-882a-439a-8119-19991d89d7c6;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309219;06.10.2022 9:19;4facb2ad-501c-414b-9531-f60783814e82;х/б спальня;Управление домом;Отопление (Отсутствие)
1309223;06.10.2022 9:22;03abb360-5ab5-45e0-a4a0-a76ed8910fc2;Х/Б  в квартире;Управление домом;Отопление (Отсутствие)
1309227;06.10.2022 9:23;c224e369-a729-43e8-a27d-a08d9349a9ce;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309228;06.10.2022 9:25;a7b47294-1158-461b-aed6-2dc403565b44;х/б  в комната по северной стороне;Управление домом;Отопление (Отсутствие)
1309231;06.10.2022 9:27;0eae3ea4-d99e-4c91-a958-da90aa54977d;Х/Б на кухне. крана МАЕВСКОГО нет.;Управление домом;Отопление (Отсутствие)
1309232;06.10.2022 9:27;7ec60331-45a0-4e5d-9b0c-cbb79880321b;Х/б по стоякам спальни с угловой комнатой, стояк кухни с ванной;Управление домом;Отопление (Отсутствие)
1309238;06.10.2022 9:30;56f36f6c-9994-43f3-9007-f0c14daf14da;Х/З   Х/Б зал   кухня;Управление домом;Отопление (Отсутствие)
1309241;06.10.2022 9:31;83b8a503-2920-496a-8bfe-896c68225e8b;х/з,х/б кухня;Управление домом;Отопление (Отсутствие)
1309242;06.10.2022 9:31;9046e370-fa2d-439a-aeb2-21102eca4fff;х/б кухня и зал;Управление домом;Отопление (Отсутствие)
1309245;06.10.2022 9:32;a649e12e-99d1-4ce1-b273-1f972f6e7bf9;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309247;06.10.2022 9:33;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;х/б зал и спальня;Управление домом;Отопление (Отсутствие)
1309248;06.10.2022 9:33;a649e12e-99d1-4ce1-b273-1f972f6e7bf9;Х/б во всей квартире;Управление домом;Отопление (Отсутствие)
1309249;06.10.2022 9:34;c5227406-8dd5-4399-901e-3f892e0657f6;х/з;Управление домом;Отопление (Отсутствие)
1309251;06.10.2022 9:34;f57cf6c8-0dbd-48c0-991e-2087897e2d8d;Х/Б в зале под окном;Управление домом;Отопление (Отсутствие)
1309255;06.10.2022 9:36;c7b6f761-3317-4bb4-91a3-3c71dcb1fccf;Х/Б все в квартире;Управление домом;Отопление (Отсутствие)
1309257;06.10.2022 9:37;1fe51cac-9d1c-4bbf-866f-95226a28a95d;х/б зал и кухня;Управление домом;Отопление (Отсутствие)
1309260;06.10.2022 9:38;de6baf4a-3932-48f0-8a91-27bb7716444c;Х/Б все по стояку;Управление домом;Отопление (Отсутствие)
1309261;06.10.2022 9:38;e86aae9a-45f6-4dff-8c90-22f998fb82ff;х/б зал и кухня;Управление домом;Отопление (Отсутствие)
1309264;06.10.2022 9:39;724dcbad-b9b7-48b9-b4d5-0a48356638d3;х/б зал;Управление домом;Отопление (Отсутствие)
1309265;06.10.2022 9:40;3305e947-6dbe-43ed-9e6e-c357f4c93b45;х/б  в квартире;Управление домом;Отопление (Отсутствие)
1309269;06.10.2022 9:42;d289071d-fc5a-4a92-9a59-0eba5d446cd2;х/б кухня и х/з;Управление домом;Отопление (Отсутствие)
1309271;2022-10-06 09:43:41.089;1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8;х/б с пальня;Управление домом;Отопление (Отсутствие)
1309273;2022-10-06 09:44:11.038;c224e369-a729-43e8-a27d-a08d9349a9ce;Х/Б все ;Управление домом;Отопление (Отсутствие)
1309274;2022-10-06 09:44:26.055;14ab2016-c5fc-4303-bea1-c17a53ba1199;Х/б по стояку кухня-спальня;Управление домом;Отопление (Отсутствие)
1309275;06.10.2022 9:45;14ab2016-c5fc-4303-bea1-c17a53ba1199;Х/б по стояку кухня-спальня, и по стояку спальня-спальня;Управление домом;Отопление (Отсутствие)
1309277;06.10.2022 9:46;dcac9f3a-41d8-4d64-b2a6-fba2cf8d47b6;х/б по всему дому;Управление домом;Отопление (Отсутствие)
1309278;06.10.2022 9:46;b27e559a-9b5a-42cd-9ce6-3c5032918cf5;Х/б зал,спальня, х/з;Управление домом;Отопление (Отсутствие)
1309279;06.10.2022 9:46;1b17a058-7871-4cae-b9e6-8760afd7952d;х/б в квартире;Управление домом;Отопление (Отсутствие)
1309281;06.10.2022 9:47;1d560926-0842-47a4-be01-0c769b993dbe;Х/Б в мал. комнате;Управление домом;Отопление (Отсутствие)
1309282;06.10.2022 9:47;2ae2fb9e-b25b-4b7b-9de6-7ebe3abbdb12;х/б кухня и х/з;Управление домом;Отопление (Отсутствие)
